"ID","Description","DisGeNET_GeneRatio","DisGeNet_BgRatio","DisGeNet_pvalue","DisGeNet_p.adjust","DisGeNet_qvalue","ENTREZID","DisGeNEt_Count"
"C1531608","Smoldering myeloma","1/95","41/21671",0.164976327514133,0.323860838865348,0.28371766790992,"6382",1
"C1837522","Impaired pain sensation","1/95","41/21671",0.164976327514133,0.323860838865348,0.28371766790992,"4692",1
"C1858127","Limb-girdle muscle weakness","1/95","41/21671",0.164976327514133,0.323860838865348,0.28371766790992,"9215",1
"C2931245","Bone Marrow failure syndromes","1/95","41/21671",0.164976327514133,0.323860838865348,0.28371766790992,"729230",1
"C3278975","Attenuation of retinal blood vessels","1/95","41/21671",0.164976327514133,0.323860838865348,0.28371766790992,"25794",1
"C4023687","EEG with multifocal slow activity","1/95","41/21671",0.164976327514133,0.323860838865348,0.28371766790992,"6812",1
"C0026837","Muscle Rigidity","3/95","320/21671",0.165766877237121,0.323980145430214,0.283822186197678,"414/729230/6812",3
"C0010278","Craniosynostosis","4/95","488/21671",0.166562307980518,0.323980145430214,0.283822186197678,"930/10804/3778/6382",4
"C0740279","Cerebellar atrophy","3/95","321/21671",0.166832707245311,0.323980145430214,0.283822186197678,"3748/6812/3778",3
"C0023518","Leukocytosis","2/95","168/21671",0.167999255163363,0.323980145430214,0.283822186197678,"613/930",2
"C0027092","Myopia","4/95","490/21671",0.168256691751007,0.323980145430214,0.283822186197678,"9215/3778/6641/1958",4
"C0013377","Dysgerminoma","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"3855",1
"C0016977","Gall Bladder Diseases","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"1071",1
"C0154860","Hereditary retinal dystrophy","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"25794",1
"C0202230","Thyroid stimulating hormone measurement","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"23705",1
"C0234860","Weak cry","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"3778",1
"C0238065","Secondary Biliary Cholangitis","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"3855",1
"C0276226","Herpes encephalitis","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"729230",1
"C0276653","Invasive Pulmonary Aspergillosis","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"729230",1
"C0342882","Familial hypercholesterolemia - heterozygous","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"1071",1
"C0346421","Chronic eosinophilic leukemia","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"613",1
"C0751434","Classical phenylketonuria","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"4129",1
"C1292780","Therapy-related myelodysplastic syndrome","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"613",1
"C1512433","Cervical high grade squamous intraepithelial lesion","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"23705",1
"C1802398","Chromosome 5, trisomy 5q","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"1958",1
"C1836003","Facial diplegia","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"112",1
"C1837279","Hypoplastic toenails","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"10804",1
"C1853235","Sclerocornea","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"414",1
"C1858573","Sparse pubic hair","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"10804",1
"C3489396","Hypogonadism, Isolated Hypogonadotropic","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"4692",1
"C3495919","Enthesitis-Related Arthritis","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"729230",1
"C3805043","Vascular cognitive impairment","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"7108",1
"C4024878","Generalized hyperpigmentation","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"10804",1
"C4551506","Paroxysmal Nonkinesigenic Dyskinesia 1","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"3778",1
"C4551595","Biliary Cirrhosis, Primary, 1","1/95","42/21671",0.168643791632772,0.323980145430214,0.283822186197678,"3855",1
"C0002170","Alopecia","4/95","491/21671",0.169106224722408,0.324629119677135,0.284390718844339,"3662/10804/5333/4047",4
"C0235659","Reduced fetal movement","2/95","169/21671",0.169552621626399,0.325246376536649,0.28493146553448,"4692/6812",2
"C0014038","Encephalitis","3/95","324/21671",0.170042493352126,0.325946059736782,0.285544421662529,"729230/6382/1958",3
"C0031090","Periodontal Diseases","3/95","326/21671",0.172192427050447,0.327601549171126,0.286994710012325,"930/5328/219699",3
"C0007867","Cervix Diseases","1/95","43/21671",0.172295316890291,0.327601549171126,0.286994710012325,"23705",1
"C0011608","Dermatitis Herpetiformis","1/95","43/21671",0.172295316890291,0.327601549171126,0.286994710012325,"5328",1
"C0015826","Fenestration (morphologic abnormality)","1/95","43/21671",0.172295316890291,0.327601549171126,0.286994710012325,"2324",1
"C0020725","Type II Mucolipidosis","1/95","43/21671",0.172295316890291,0.327601549171126,0.286994710012325,"5333",1
"C0085693","Acute appendicitis NOS (disorder)","1/95","43/21671",0.172295316890291,0.327601549171126,0.286994710012325,"5328",1
"C0235896","Pulmonary Infiltrate","1/95","43/21671",0.172295316890291,0.327601549171126,0.286994710012325,"60468",1
"C0267071","Oropharyngeal Dysphagia","1/95","43/21671",0.172295316890291,0.327601549171126,0.286994710012325,"112",1
"C0398625","Protein C Deficiency","1/95","43/21671",0.172295316890291,0.327601549171126,0.286994710012325,"23705",1
"C0457949","Chronic low back pain","1/95","43/21671",0.172295316890291,0.327601549171126,0.286994710012325,"2166",1
"C1848395","Large for gestational age","1/95","43/21671",0.172295316890291,0.327601549171126,0.286994710012325,"640",1
"C0039538","Teratoma","2/95","171/21671",0.172666766607277,0.327601549171126,0.286994710012325,"2239/1958",2
"C0087031","Juvenile-Onset Still Disease","2/95","171/21671",0.172666766607277,0.327601549171126,0.286994710012325,"10810/1958",2
"C0221352","Syndactyly of fingers","2/95","171/21671",0.172666766607277,0.327601549171126,0.286994710012325,"10804/2239",2
"C1845977","X- linked recessive","2/95","172/21671",0.174227443728657,0.328530596129186,0.287808599821427,"10804/2239",2
"C4520983","Congenital atresia of extrahepatic bile duct","2/95","172/21671",0.174227443728657,0.328530596129186,0.287808599821427,"10253/3855",2
"C0242596","Neoplasm, Residual","3/95","329/21671",0.175432101947391,0.328530596129186,0.287808599821427,"613/930/6382",3
"C0002622","Amnesia","2/95","173/21671",0.175790456986493,0.328530596129186,0.287808599821427,"1071/3778",2
"C1334274","Invasive Carcinoma","2/95","173/21671",0.175790456986493,0.328530596129186,0.287808599821427,"5328/6382",2
"C0007684","Central Nervous System Infection","1/95","44/21671",0.175930971823499,0.328530596129186,0.287808599821427,"930",1
"C0024437","Macular degeneration","1/95","44/21671",0.175930971823499,0.328530596129186,0.287808599821427,"25794",1
"C0238421","Selenium deficiency","1/95","44/21671",0.175930971823499,0.328530596129186,0.287808599821427,"2288",1
"C0342302","Brittle diabetes","1/95","44/21671",0.175930971823499,0.328530596129186,0.287808599821427,"60468",1
"C0427055","Facial Paresis","1/95","44/21671",0.175930971823499,0.328530596129186,0.287808599821427,"3198",1
"C0748607","Recurrent seizure","1/95","44/21671",0.175930971823499,0.328530596129186,0.287808599821427,"729230",1
"C0751951","Central Core Myopathy (disorder)","1/95","44/21671",0.175930971823499,0.328530596129186,0.287808599821427,"9215",1
"C0796154","SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 1","1/95","44/21671",0.175930971823499,0.328530596129186,0.287808599821427,"2239",1
"C1536999","cancer angiogenesis","1/95","44/21671",0.175930971823499,0.328530596129186,0.287808599821427,"2324",1
"C1541317","Adult Gliosarcoma","1/95","44/21671",0.175930971823499,0.328530596129186,0.287808599821427,"5328",1
"C1836308","Generalized joint laxity","1/95","44/21671",0.175930971823499,0.328530596129186,0.287808599821427,"3778",1
"C1866190","Atresia of the external auditory canal","1/95","44/21671",0.175930971823499,0.328530596129186,0.287808599821427,"9215",1
"C2076600","Influenza due to Influenza A virus subtype H1N1","1/95","44/21671",0.175930971823499,0.328530596129186,0.287808599821427,"8038",1
"C3828416","Radiation Damage","1/95","44/21671",0.175930971823499,0.328530596129186,0.287808599821427,"5423",1
"C3896961","Adult Pre-B Acute Lymphoblastic Leukemia","1/95","44/21671",0.175930971823499,0.328530596129186,0.287808599821427,"930",1
"C3899658","Childhood Gliosarcoma","1/95","44/21671",0.175930971823499,0.328530596129186,0.287808599821427,"5328",1
"C4554117","Diabetes Mellitus, Sudden-Onset","1/95","44/21671",0.175930971823499,0.328530596129186,0.287808599821427,"60468",1
"C0002448","Ameloblastoma","2/95","174/21671",0.177355756649206,0.330717069485456,0.289724055619545,"6382/23705",2
"C0019562","Von Hippel-Lindau Syndrome","2/95","174/21671",0.177355756649206,0.330717069485456,0.289724055619545,"3824/5328",2
"C3900098","Adult Myelodysplastic Syndrome","3/95","332/21671",0.178689099201814,0.331488234078868,0.290399632885337,"613/4291/1958",3
"C0030319","Panic Disorder","2/95","175/21671",0.178923293367636,0.331488234078868,0.290399632885337,"54549/3855",2
"C0001849","AIDS Dementia Complex","1/95","45/21671",0.179550824677652,0.331488234078868,0.290399632885337,"729230",1
"C0008810","Circadian Rhythms","1/95","45/21671",0.179550824677652,0.331488234078868,0.290399632885337,"640",1
"C0016689","Freckles","1/95","45/21671",0.179550824677652,0.331488234078868,0.290399632885337,"3662",1
"C0023464","Acute biphenotypic leukemia","1/95","45/21671",0.179550824677652,0.331488234078868,0.290399632885337,"613",1
"C0086133","Depressive Syndrome","1/95","45/21671",0.179550824677652,0.331488234078868,0.290399632885337,"23705",1
"C0262405","Cerebral dysfunction","1/95","45/21671",0.179550824677652,0.331488234078868,0.290399632885337,"414",1
"C0263490","Brittle hair","1/95","45/21671",0.179550824677652,0.331488234078868,0.290399632885337,"10804",1
"C0279650","Childhood Acute Megakaryoblastic Leukemia","1/95","45/21671",0.179550824677652,0.331488234078868,0.290399632885337,"9700",1
"C0497202","Abnormal ocular motility","1/95","45/21671",0.179550824677652,0.331488234078868,0.290399632885337,"3198",1
"C0740302","5q-syndrome","1/95","45/21671",0.179550824677652,0.331488234078868,0.290399632885337,"1958",1
"C1321872","Stage IV Skin Melanoma","1/95","45/21671",0.179550824677652,0.331488234078868,0.290399632885337,"8038",1
"C2673431","Abnormality of the periventricular white matter","1/95","45/21671",0.179550824677652,0.331488234078868,0.290399632885337,"9215",1
"C0038868","Progressive supranuclear palsy","2/95","176/21671",0.180493018172705,0.332756059688532,0.29151030908364,"4129/3662",2
"C0870082","Hyperkeratosis","2/95","176/21671",0.180493018172705,0.332756059688532,0.29151030908364,"126695/2324",2
"C2347761","Childhood Myelodysplastic Syndrome","3/95","335/21671",0.181962962607778,0.333416231710001,0.292088651519257,"613/4291/1958",3
"C0014179","Endometritis","1/95","46/21671",0.183154943407682,0.333416231710001,0.292088651519257,"839",1
"C0023186","Learning Disorders","1/95","46/21671",0.183154943407682,0.333416231710001,0.292088651519257,"414",1
"C0034888","Rectal Prolapse","1/95","46/21671",0.183154943407682,0.333416231710001,0.292088651519257,"5328",1
"C0087086","Thrombus","1/95","46/21671",0.183154943407682,0.333416231710001,0.292088651519257,"5328",1
"C0205945","Sarcoma, Spindle Cell","1/95","46/21671",0.183154943407682,0.333416231710001,0.292088651519257,"3855",1
"C0334287","Fibrolamellar Hepatocellular Carcinoma","1/95","46/21671",0.183154943407682,0.333416231710001,0.292088651519257,"6382",1
"C0344530","Congenital keratoglobus","1/95","46/21671",0.183154943407682,0.333416231710001,0.292088651519257,"9215",1
"C0376338","Diagnosis, Psychiatric","1/95","46/21671",0.183154943407682,0.333416231710001,0.292088651519257,"3855",1
"C0678202","Regional enteritis","1/95","46/21671",0.183154943407682,0.333416231710001,0.292088651519257,"60468",1
"C1136179","Hammer Toe","1/95","46/21671",0.183154943407682,0.333416231710001,0.292088651519257,"59345",1
"C1333782","Gastric Mucosa-Associated Lymphoid Tissue Lymphoma","1/95","46/21671",0.183154943407682,0.333416231710001,0.292088651519257,"29851",1
"C1519678","Tumor Expansion","1/95","46/21671",0.183154943407682,0.333416231710001,0.292088651519257,"5792",1
"C1843057","Calf muscle hypertrophy","1/95","46/21671",0.183154943407682,0.333416231710001,0.292088651519257,"9215",1
"C2985290","Fetal Alcohol Spectrum Disorders","1/95","46/21671",0.183154943407682,0.333416231710001,0.292088651519257,"11343",1
"C3845502","Myocardial infarction, stroke","1/95","46/21671",0.183154943407682,0.333416231710001,0.292088651519257,"6272",1
"C4505072","Epileptic Syndromes","1/95","46/21671",0.183154943407682,0.333416231710001,0.292088651519257,"6812",1
"C4551761","Excessive daytime sleepiness","1/95","46/21671",0.183154943407682,0.333416231710001,0.292088651519257,"9215",1
"C0018524","Hallucinations","2/95","178/21671",0.183638838052922,0.334063668385377,0.29265583717931,"4129/9456",2
"C0026010","Microphthalmos","3/95","337/21671",0.184154683805432,0.334768284238067,0.293273114548188,"9215/414/1958",3
"C0278704","Malignant Childhood Neoplasm","2/95","179/21671",0.185214837069469,0.336460704718247,0.294755756269991,"930/3824",2
"C0004030","Aspergillosis","1/95","47/21671",0.186743395679416,0.337678922617982,0.295822973728977,"729230",1
"C0019080","Hemorrhage","1/95","47/21671",0.186743395679416,0.337678922617982,0.295822973728977,"5328",1
"C0038522","Subacute Sclerosing Panencephalitis","1/95","47/21671",0.186743395679416,0.337678922617982,0.295822973728977,"6382",1
"C0158570","Vascular anomaly","1/95","47/21671",0.186743395679416,0.337678922617982,0.295822973728977,"2324",1
"C1739405","CML progression","1/95","47/21671",0.186743395679416,0.337678922617982,0.295822973728977,"613",1
"C4551564","Narrow nasal bridge","1/95","47/21671",0.186743395679416,0.337678922617982,0.295822973728977,"4692",1
"C1854113","Prominent nasal bridge","2/95","180/21671",0.186792832050868,0.337678922617982,0.295822973728977,"613/2239",2
"C0026985","Myelodysplasia","2/95","181/21671",0.188372775893843,0.340298946743039,0.298118240848129,"613/4291",2
"C0007112","Adenocarcinoma of prostate","3/95","342/21671",0.18966501864877,0.341912985040298,0.299532216008634,"613/5270/1958",3
"C0043202","Wolff-Parkinson-White Syndrome","1/95","48/21671",0.190316248870799,0.341912985040298,0.299532216008634,"414",1
"C0233844","Clumsiness","1/95","48/21671",0.190316248870799,0.341912985040298,0.299532216008634,"3748",1
"C0270972","Cornelia De Lange Syndrome","1/95","48/21671",0.190316248870799,0.341912985040298,0.299532216008634,"414",1
"C0431663","Bilateral Cryptorchidism","1/95","48/21671",0.190316248870799,0.341912985040298,0.299532216008634,"79017",1
"C0741260","Adult onset asthma","1/95","48/21671",0.190316248870799,0.341912985040298,0.299532216008634,"60468",1
"C1867131","Broad hallux","1/95","48/21671",0.190316248870799,0.341912985040298,0.299532216008634,"2239",1
"C4699512","Large-artery atherosclerosis (embolus/thrombosis)","1/95","48/21671",0.190316248870799,0.341912985040298,0.299532216008634,"9456",1
"C0037822","Speech Disorders","2/95","183/21671",0.191538323580799,0.342865342865185,0.300366527257994,"9215/2239",2
"C0085655","Polymyositis","2/95","183/21671",0.191538323580799,0.342865342865185,0.300366527257994,"640/6382",2
"C0007787","Transient Ischemic Attack","3/95","344/21671",0.191881214901289,0.342865342865185,0.300366527257994,"10804/5328/23705",3
"C0005411","Biliary Atresia","2/95","184/21671",0.193123835040878,0.342865342865185,0.300366527257994,"10253/3855",2
"C0677936","Refractory cancer","2/95","184/21671",0.193123835040878,0.342865342865185,0.300366527257994,"613/930",2
"C1336076","Sporadic Breast Carcinoma","2/95","184/21671",0.193123835040878,0.342865342865185,0.300366527257994,"3292/29851",2
"C0002894","Refractory anaemia with excess blasts","1/95","49/21671",0.193873570073097,0.342865342865185,0.300366527257994,"613",1
"C0011127","Pressure Ulcer","1/95","49/21671",0.193873570073097,0.342865342865185,0.300366527257994,"2324",1
"C0014848","Esophageal Achalasia","1/95","49/21671",0.193873570073097,0.342865342865185,0.300366527257994,"10253",1
